"id","nama_toko","id_toko","alamat","kontak","titik_lokasi","",""
"3791","Outlet Krajan Dermawuharjo","37910341","Krajan Dermawuharjo, Jawa Timur","0341","-7.0062,112.0295","",""
"3792","Outlet Tlogowaru","37920242","Tlogowaru, Jawa Timur","0242","-6.8528,111.9237","",""
"3793","Outlet Tegalagung","37930307","Tegalagung, Jawa Timur","0307","-6.9137,112.0502","",""
"3794","Outlet Rembes","37940246","Rembes, Jawa Timur","0246","-6.9035,112.1358","",""
"3795","Outlet Tlogoagung","37950171","Tlogoagung, Jawa Timur","0171","-6.778,111.6702","",""
"3796","Outlet Wonosari","3796022","Wonosari, Jawa Timur","022","-7.0722,111.7116","",""
"3797","Outlet Kayen","37970482","Kayen, Jawa Timur","0482","-6.8253,111.7411","",""
"3798","Outlet Jahulu","37980465","Jahulu, Jawa Timur","0465","-6.8106,111.7459","",""
"3799","Outlet Bandaran","37990401","Bandaran, Jawa Timur","0401","-6.9278,112.057","",""
"3800","Outlet Sukolilo","38000477","Sukolilo, Jawa Timur","0477","-6.896,112.0772","",""
"3801","Outlet Dawung","38010527","Dawung, Jawa Timur","0527","-6.9291,112.1117","",""
"3802","Outlet Kenanti","38020508","Kenanti, Jawa Timur","0508","-6.8023,111.8492","",""
"3803","Outlet Tanjang","38030689","Tanjang, Jawa Timur","0689","-6.8075,111.8206","",""
"3804","Outlet Kutorejo","38040315","Kutorejo, Jawa Timur","0315","-6.8942,112.0629","",""
"3805","Outlet Guwoterus","38050362","Guwoterus, Jawa Timur","0362","-6.9537,111.8276","",""
"3806","Outlet Kebonharjo","38060346","Kebonharjo, Jawa Timur","0346","-6.864,111.6247","",""
"3807","Outlet Wanglu Kulon","3807022","Wanglu Kulon, Jawa Timur","022","-7.0197,111.7314","",""
"3808","Outlet Merik","38080718","Merik, Jawa Timur","0718","-6.9021,112.0493","",""
"3809","Outlet Ngluwuk","38090218","Ngluwuk, Jawa Timur","0218","-6.8775,111.8752","",""
"3810","Outlet Sumurgeneng","38100654","Sumurgeneng, Jawa Timur","0654","-6.8012,111.9609","",""
"3811","Outlet Bogorejo","3811059","Bogorejo, Jawa Timur","059","-6.9077,112.1485","",""
"3812","Outlet Gesikan","38120066","Gesikan, Jawa Timur","0066","-6.9994,111.9872","",""
"3813","Outlet Dukoh","38130705","Dukoh, Jawa Timur","0705","-6.8205,111.8236","",""
"3814","Outlet Mlangi","38140761","Mlangi, Jawa Timur","0761","-6.9986,112.1834","",""
"3815","Outlet Suwalan","38150233","Suwalan, Jawa Timur","0233","-6.8428,111.981","",""
"3816","Outlet Gedongombo","38160349","Gedongombo, Jawa Timur","0349","-6.9094,112.0647","",""
"3817","Outlet Bawi Kulon","38170143","Bawi Kulon, Jawa Timur","0143","-6.9322,111.8728","",""
"3818","Outlet Ngablak","38180339","Ngablak, Jawa Timur","0339","-6.9732,111.795","",""
"3819","Outlet Awarawar","38190632","Awarawar, Jawa Timur","0632","-6.7724,111.9362","",""
"3820","Outlet Bean","38200883","Bean, Jawa Timur","0883","-6.9638,111.9013","",""
"3821","Outlet Krajan Demit","38210025","Krajan Demit, Jawa Timur","0025","-6.8933,111.6899","",""
"3822","Outlet Semanding Barat","38220995","Semanding Barat, Jawa Timur","0995","-6.9258,112.0648","",""
"3823","Outlet Latsari","3823068","Latsari, Jawa Timur","068","-6.8928,112.0461","",""
"3824","Outlet Latsari","3824097","Latsari, Jawa Timur","097","-6.7785,111.6918","",""
"3825","Outlet Rawasan","38250544","Rawasan, Jawa Timur","0544","-6.7969,111.978","",""
"3826","Outlet Pongpongan","38260235","Pongpongan, Jawa Timur","0235","-6.8715,111.9456","",""
"3827","Outlet Jlodro","38270901","Jlodro, Jawa Timur","0901","-6.9274,111.5839","",""
"3828","Outlet Wanglu Wetan","382809","Wanglu Wetan, Jawa Timur","09","-7.0241,111.7332","",""
"3829","Outlet Paseyan","38290259","Paseyan, Jawa Timur","0259","-6.8752,111.6413","",""
"3830","Outlet Wangun","38300017","Wangun, Jawa Timur","0017","-6.929,112.1663","",""
"3831","Outlet Taraan","38310996","Taraan, Jawa Timur","0996","-6.9046,112.0032","",""
"3832","Outlet Sidonganti","38320553","Sidonganti, Jawa Timur","0553","-6.9215,111.8216","",""
"3833","Outlet Ngancar","38330392","Ngancar, Jawa Timur","0392","-6.9217,111.6681","",""
"3834","Outlet Sumuragung","38340661","Sumuragung, Jawa Timur","0661","-6.9641,111.7132","",""
"3835","Outlet Ngembak","38350947","Ngembak, Jawa Timur","0947","-6.78,111.7677","",""
"3836","Outlet Mundri","38360778","Mundri, Jawa Timur","0778","-6.9558,111.71","",""
"3837","Outlet Merakurak","3837066","Merakurak, Jawa Timur","066","-6.8783,111.9863","",""
"3838","Outlet Kerek","38380193","Kerek, Jawa Timur","0193","-6.8951,111.8866","",""
"3839","Outlet Tawangrejo","3839076","Tawangrejo, Jawa Timur","076","-6.8024,111.843","",""
"3840","Outlet Tawaran","38400038","Tawaran, Jawa Timur","0038","-6.9099,111.6109","",""
"3841","Outlet Kapu","38410749","Kapu, Jawa Timur","0749","-6.8888,111.9885","",""
"3842","Outlet Klutuk","38420075","Klutuk, Jawa Timur","0075","-6.8184,111.8387","",""
"3843","Outlet Boncong","38430124","Boncong, Jawa Timur","0124","-6.7725,111.7363","",""
"3844","Outlet Mentoso","38440459","Mentoso, Jawa Timur","0459","-6.7941,111.9811","",""
"3845","Outlet Sumber","38450922","Sumber, Jawa Timur","0922","-6.8596,111.9831","",""
"3846","Outlet Jadi","38460598","Jadi, Jawa Timur","0598","-6.9603,111.9918","",""
"3847","Outlet Weden","38470475","Weden, Jawa Timur","0475","-6.8295,111.6786","",""
"3848","Outlet Sukogunungkrajan","38480752","Sukogunungkrajan, Jawa Timur","0752","-6.9399,111.595","",""
"3849","Outlet Sidomukti","38490897","Sidomukti, Jawa Timur","0897","-6.9027,112.0582","",""
"3850","Outlet Simo","3850008","Simo, Jawa Timur","008","-6.8213,111.7751","",""
"3851","Outlet Pugoh","38510566","Pugoh, Jawa Timur","0566","-6.8098,111.77","",""
"3852","Outlet Banjarjo","38520324","Banjarjo, Jawa Timur","0324","-6.7727,111.7257","",""
"3853","Outlet Leran","38530702","Leran, Jawa Timur","0702","-7.0225,111.7185","",""
"3854","Outlet Ngimbang","38540844","Ngimbang, Jawa Timur","0844","-6.9635,112.1439","",""
"3855","Outlet Sarang","38550815","Sarang, Jawa Timur","0815","-7.0313,111.701","",""
"3856","Outlet Bulumeduro","38560368","Bulumeduro, Jawa Timur","0368","-6.7722,111.7303","",""
"3857","Outlet Talok","38570001","Talok, Jawa Timur","0001","-6.9775,111.7107","",""
"3858","Outlet Wangi","38580025","Wangi, Jawa Timur","0025","-6.8558,111.6312","",""
"3859","Outlet Pelang","38590213","Pelang, Jawa Timur","0213","-6.8956,111.9932","",""
"3860","Outlet Mliwang","38600201","Mliwang, Jawa Timur","0201","-6.8337,111.891","",""
"3861","Outlet Nginokrajan","38610675","Nginokrajan, Jawa Timur","0675","-6.9936,112.0647","",""
"3862","Outlet Krajan Weden","3862088","Krajan Weden, Jawa Timur","088","-6.9797,111.7223","",""
"3863","Outlet Medalem","38630991","Medalem, Jawa Timur","0991","-7.0023,111.714","",""
"3864","Outlet Plajan","38640961","Plajan, Jawa Timur","0961","-6.8518,111.7849","",""
"3865","Outlet Bejagung Kidul","38650422","Bejagung Kidul, Jawa Timur","0422","-6.9205,112.0636","",""
"3866","Outlet Ngulahan","38660728","Ngulahan, Jawa Timur","0728","-6.8771,111.7834","",""
"3867","Outlet Karangtengah","38670494","Karangtengah, Jawa Timur","0494","-6.8791,111.6322","",""
"3868","Outlet Nglateng Barat","38680887","Nglateng Barat, Jawa Timur","0887","-6.9554,111.644","",""
"3869","Outlet Sidomulyo","38690667","Sidomulyo, Jawa Timur","0667","-6.8777,111.861","",""
"3870","Outlet Panyuran","38700649","Panyuran, Jawa Timur","0649","-6.898,112.0875","",""
"3871","Outlet Setro","38710495","Setro, Jawa Timur","0495","-6.9241,112.1875","",""
"3872","Outlet Karangsari","38720221","Karangsari, Jawa Timur","0221","-6.8854,112.0494","",""
"3873","Outlet Mander","38730772","Mander, Jawa Timur","0772","-6.8593,111.8028","",""
"3874","Outlet Sendangharjo","38740829","Sendangharjo, Jawa Timur","0829","-6.8946,112.0681","",""
"3875","Outlet Krandenan","38750057","Krandenan, Jawa Timur","0057","-6.9024,112.1192","",""
"3876","Outlet Jatirogo","38760102","Jatirogo, Jawa Timur","0102","-6.8858,111.6592","",""
"3877","Outlet Sriwing","38770596","Sriwing, Jawa Timur","0596","-6.825,111.7907","",""
"3878","Outlet Pasatan","38780781","Pasatan, Jawa Timur","0781","-6.8227,111.8146","",""
"3879","Outlet Muruni","38790299","Muruni, Jawa Timur","0299","-6.9126,111.6755","",""
"3880","Outlet Talangkembar","38800423","Talangkembar, Jawa Timur","0423","-6.9573,111.8587","",""
"3881","Outlet Montongsekar","3881055","Montongsekar, Jawa Timur","055","-6.9489,111.8809","",""
"3882","Outlet Sruki","3882038","Sruki, Jawa Timur","038","-6.8073,111.8104","",""
"3883","Outlet Purworejo","38830585","Purworejo, Jawa Timur","0585","-6.7872,111.9224","",""
"3884","Outlet Wotsogo","38840121","Wotsogo, Jawa Timur","0121","-6.8898,111.6539","",""
"3885","Outlet Tawangsari","38850335","Tawangsari, Jawa Timur","0335","-6.9961,111.7748","",""
"3886","Outlet Tobo","38860805","Tobo, Jawa Timur","0805","-6.8375,111.933","",""
"3887","Outlet Jombok","3887009","Jombok, Jawa Timur","009","-6.8823,111.6458","",""
"3888","Outlet Leran Kulon","38880233","Leran Kulon, Jawa Timur","0233","-6.923,112.1507","",""
"3889","Outlet Pandayan Dua","38890579","Pandayan Dua, Jawa Timur","0579","-6.9966,111.7865","",""
"3890","Outlet Laju Kidul","3890006","Laju Kidul, Jawa Timur","006","-6.9708,111.7477","",""
"3891","Outlet Ngujuran","3891055","Ngujuran, Jawa Timur","055","-6.8235,111.693","",""
"3892","Outlet Dukuhdukuhan","38920005","Dukuhdukuhan, Jawa Timur","0005","-6.868,111.7156","",""
"3893","Outlet Sembungin","38930799","Sembungin, Jawa Timur","0799","-6.7949,111.7535","",""
"3894","Outlet Wadung","38940973","Wadung, Jawa Timur","0973","-6.8144,111.9853","",""
"3895","Outlet Pucangan","38950784","Pucangan, Jawa Timur","0784","-6.9442,111.9005","",""
"3896","Outlet Kasiman","38960047","Kasiman, Jawa Timur","0047","-6.8741,111.8862","",""
"3897","Outlet Jadikrajan","38970971","Jadikrajan, Jawa Timur","0971","-6.9292,112.0036","",""
"3898","Outlet Ngrojo","3898007","Ngrojo, Jawa Timur","007","-6.9817,111.7169","",""
"3899","Outlet Sobontoro","38990309","Sobontoro, Jawa Timur","0309","-6.8006,111.8635","",""
"3900","Outlet Sugiharjo","39000391","Sugiharjo, Jawa Timur","0391","-6.9013,112.0163","",""
"3901","Outlet Besowo","39010947","Besowo, Jawa Timur","0947","-6.8508,111.6558","",""
"3902","Outlet Sumurgung","3902005","Sumurgung, Jawa Timur","005","-6.9082,112.106","",""
"3903","Outlet Sugihan","39030253","Sugihan, Jawa Timur","0253","-6.8406,111.9513","",""
"3904","Outlet Tuwiri Kulon","39040927","Tuwiri Kulon, Jawa Timur","0927","-6.8733,111.9717","",""
"3905","Outlet Mondokan","39050122","Mondokan, Jawa Timur","0122","-6.8852,112.0253","",""
"3906","Outlet Siding","39060106","Siding, Jawa Timur","0106","-6.799,111.731","",""
"3907","Outlet Palang Utara","39070212","Palang Utara, Jawa Timur","0212","-6.9025,112.14","",""
"3908","Outlet Karangdowo","39080555","Karangdowo, Jawa Timur","0555","-6.7912,111.8951","",""
"3909","Outlet Karangasem","39090721","Karangasem, Jawa Timur","0721","-6.8057,111.8916","",""
"3910","Outlet Kedungharjo","39100811","Kedungharjo, Jawa Timur","0811","-6.9777,111.723","",""
"3911","Outlet Banjarworo","39110471","Banjarworo, Jawa Timur","0471","-6.9536,111.7158","",""
"3912","Outlet Cendoro Utara","39120145","Cendoro Utara, Jawa Timur","0145","-6.9294,112.1346","",""
"3913","Outlet Belik","39130723","Belik, Jawa Timur","0723","-6.8297,111.8115","",""
"3914","Outlet Pesantren","39140372","Pesantren, Jawa Timur","0372","-6.8148,111.8443","",""
"3915","Outlet Ngawi","39150836","Ngawi, Jawa Timur","0836","-7.4006,111.445","",""
"3916","Outlet Japeledok","39160114","Japeledok, Jawa Tengah","0114","-6.7443,111.4411","",""
"3917","Outlet Bulu","39170771","Bulu, Jawa Tengah","0771","-6.8587,111.4056","",""
"3918","Outlet Pasedan Dua","3918043","Pasedan Dua, Jawa Tengah","043","-6.8632,111.3818","",""
"3919","Outlet Kabongan Lor","39190145","Kabongan Lor, Jawa Tengah","0145","-6.7052,111.357","",""
"3920","Outlet Tireman Timur","39200943","Tireman Timur, Jawa Tengah","0943","-6.7058,111.3717","",""
"3921","Outlet Karanglincak","39210259","Karanglincak, Jawa Tengah","0259","-6.7014,111.6282","",""
"3922","Outlet Bangunrejo","39220714","Bangunrejo, Jawa Tengah","0714","-6.7751,111.515","",""
"3923","Outlet Narukan","39230067","Narukan, Jawa Tengah","0067","-6.6943,111.5826","",""
"3924","Outlet Trambalan","39240819","Trambalan, Jawa Tengah","0819","-6.7597,111.3245","",""
"3925","Outlet Nggambel","39250882","Nggambel, Jawa Tengah","0882","-6.6544,111.5034","",""
"3926","Outlet Kebloran","39260098","Kebloran, Jawa Tengah","0098","-6.7065,111.6346","",""
"3927","Outlet Tanjung Utara","39270923","Tanjung Utara, Jawa Tengah","0923","-6.817,111.3704","",""
"3928","Outlet Jambeyan","39280995","Jambeyan, Jawa Tengah","0995","-6.729,111.5808","",""
"3929","Outlet Wiroto","3929089","Wiroto, Jawa Tengah","089","-6.7576,111.2554","",""
"3930","Outlet Ngargomulyo","3930056","Ngargomulyo, Jawa Tengah","056","-6.6921,111.4882","",""
"3931","Outlet Ngelak","39310763","Ngelak, Jawa Tengah","0763","-6.6923,111.2677","",""
"3932","Outlet Ketangi","39320239","Ketangi, Jawa Tengah","0239","-6.7482,111.4084","",""
"3933","Outlet Ukir","3933056","Ukir, Jawa Tengah","056","-6.8042,111.5117","",""
"3934","Outlet Weton","39340494","Weton, Jawa Tengah","0494","-6.7331,111.3698","",""
"3935","Outlet Babagan","39350419","Babagan, Jawa Tengah","0419","-6.7003,111.44","",""
"3936","Outlet Ngenden","3936059","Ngenden, Jawa Tengah","059","-6.6688,111.4585","",""
"3937","Outlet Sudo","39370269","Sudo, Jawa Tengah","0269","-6.7881,111.3243","",""
"3938","Outlet Johogunung","39380314","Johogunung, Jawa Tengah","0314","-6.7175,111.5025","",""
"3939","Outlet Ngaglik","39390303","Ngaglik, Jawa Tengah","0303","-6.84,111.3671","",""
"3940","Outlet Ketanggi","39400287","Ketanggi, Jawa Tengah","0287","-6.7317,111.3395","",""
"3941","Outlet Ngodo","39410533","Ngodo, Jawa Tengah","0533","-6.6915,111.4146","",""
"3942","Outlet Tulung","39420743","Tulung, Jawa Tengah","0743","-6.7445,111.4542","",""
"3943","Outlet Tegaldowo","39430265","Tegaldowo, Jawa Tengah","0265","-6.8563,111.5032","",""
"3944","Outlet Krajandadapmulyo","39440274","Krajandadapmulyo, Jawa Tengah","0274","-6.7485,111.6342","",""
"3945","Outlet Pabean","39450698","Pabean, Jawa Tengah","0698","-6.7025,111.334","",""
"3946","Outlet Krajanpondong","3946033","Krajanpondong, Jawa Tengah","033","-6.7531,111.5639","",""
"3947","Outlet Menara","39470956","Menara, Jawa Tengah","0956","-6.7283,111.5918","",""
"3948","Outlet Rendeng","39480952","Rendeng, Jawa Tengah","0952","-6.8099,111.5137","",""
"3949","Outlet Karangsekar","3949076","Karangsekar, Jawa Tengah","076","-6.7112,111.2958","",""
"3950","Outlet Mlatirejo","39500462","Mlatirejo, Jawa Tengah","0462","-6.846,111.3046","",""
"3951","Outlet Pancur","39510715","Pancur, Jawa Tengah","0715","-6.7215,111.4684","",""
"3952","Outlet Tengger","39520487","Tengger, Jawa Tengah","0487","-6.8371,111.5438","",""
"3953","Outlet Bonang","39530348","Bonang, Jawa Tengah","0348","-6.6619,111.4666","",""
"3954","Outlet Sidowayah","39540259","Sidowayah, Jawa Tengah","0259","-6.7357,111.5026","",""
"3955","Outlet Gobreh","39550673","Gobreh, Jawa Tengah","0673","-6.7559,111.5945","",""
"3956","Outlet Sendangmulyo","39560887","Sendangmulyo, Jawa Tengah","0887","-6.639,111.5523","",""
"3957","Outlet Sendangmulyo","39570057","Sendangmulyo, Jawa Tengah","0057","-6.7373,111.6678","",""
"3958","Outlet Sendangmulyo","39580952","Sendangmulyo, Jawa Tengah","0952","-6.8141,111.4464","",""
"3959","Outlet Pentil","39590004","Pentil, Jawa Tengah","0004","-6.7501,111.3078","",""
"3960","Outlet Pomahan","39600149","Pomahan, Jawa Tengah","0149","-6.8138,111.4126","",""
"3961","Outlet Belahan","39610657","Belahan, Jawa Tengah","0657","-6.6929,111.4513","",""
"3962","Outlet Kalilu","39620485","Kalilu, Jawa Tengah","0485","-6.6825,111.4877","",""
"3963","Outlet Dowan","39630804","Dowan, Jawa Tengah","0804","-6.8396,111.5043","",""
"3964","Outlet Gondang","39640096","Gondang, Jawa Tengah","0096","-6.7585,111.4281","",""
"3965","Outlet Warugunung","39650765","Warugunung, Jawa Tengah","0765","-6.7076,111.457","",""
"3966","Outlet Pandean","39660878","Pandean, Jawa Tengah","0878","-6.7044,111.348","",""
"3967","Outlet Legok","39670622","Legok, Jawa Tengah","0622","-6.7611,111.3134","",""
"3968","Outlet Logung","39680176","Logung, Jawa Tengah","0176","-6.8303,111.2877","",""
"3969","Outlet Majasem","39690357","Majasem, Jawa Tengah","0357","-6.7624,111.2559","",""
"3970","Outlet Tawangrejo","39700632","Tawangrejo, Jawa Tengah","0632","-6.7934,111.6516","",""
"3971","Outlet Banowan","39710182","Banowan, Jawa Tengah","0182","-6.7565,111.6636","",""
"3972","Outlet Jeruk","39720906","Jeruk, Jawa Tengah","0906","-6.7353,111.4406","",""
"3973","Outlet Kedungdoro","39730581","Kedungdoro, Jawa Tengah","0581","-6.7174,111.3461","",""
"3974","Outlet Tanggulangin","39740697","Tanggulangin, Jawa Tengah","0697","-6.7628,111.6133","",""
"3975","Outlet Goge","3975004","Goge, Jawa Tengah","004","-6.8451,111.2719","",""
"3976","Outlet Banyuurip","39760164","Banyuurip, Jawa Tengah","0164","-6.7107,111.4976","",""
"3977","Outlet Banyuurip","39770522","Banyuurip, Jawa Tengah","0522","-6.8148,111.4193","",""
"3978","Outlet Banyuurip","39780236","Banyuurip, Jawa Tengah","0236","-6.8042,111.2685","",""
"3979","Outlet Balongteki","39790856","Balongteki, Jawa Tengah","0856","-6.7457,111.6174","",""
"3980","Outlet Kedungringin","39800455","Kedungringin, Jawa Tengah","0455","-6.7387,111.5843","",""
"3981","Outlet Temperak","39810234","Temperak, Jawa Tengah","0234","-6.7452,111.6794","",""
"3982","Outlet Carian","39820855","Carian, Jawa Tengah","0855","-6.7221,111.5249","",""
"3983","Outlet Kragan","39830361","Kragan, Jawa Tengah","0361","-6.6897,111.6125","",""
"3984","Outlet Mlagen","39840339","Mlagen, Jawa Tengah","0339","-6.783,111.4244","",""
"3985","Outlet Culeng","39850985","Culeng, Jawa Tengah","0985","-6.6491,111.5473","",""
"3986","Outlet Bancang","39860645","Bancang, Jawa Tengah","0645","-6.8852,111.5989","",""
"3987","Outlet Ngemplak Kidul","39870921","Ngemplak Kidul, Jawa Tengah","0921","-6.8032,111.3914","",""
"3988","Outlet Sumbergayam","3988025","Sumbergayam, Jawa Tengah","025","-6.6748,111.5884","",""
"3989","Outlet Sumberagung","39890083","Sumberagung, Jawa Tengah","0083","-6.7368,111.4777","",""
"3990","Outlet Dukoh","39900666","Dukoh, Jawa Tengah","0666","-6.6488,111.4735","",""
"3991","Outlet Dresi Kulon","3991069","Dresi Kulon, Jawa Tengah","069","-6.7111,111.2689","",""
"3992","Outlet Karangmangu","39920792","Karangmangu, Jawa Tengah","0792","-6.7416,111.6744","",""
"3993","Outlet Sendangwaru","39930053","Sendangwaru, Jawa Tengah","0053","-6.7071,111.5742","",""
"3994","Outlet Demaan","39940198","Demaan, Jawa Tengah","0198","-6.8072,111.4303","",""
"3995","Outlet Karangrejo","3995024","Karangrejo, Jawa Tengah","024","-6.6905,111.453","",""
"3996","Outlet Dresen","39960806","Dresen, Jawa Tengah","0806","-6.6953,111.2837","",""
"3997","Outlet Banyudono","39970412","Banyudono, Jawa Tengah","0412","-6.6999,111.3094","",""
"3998","Outlet Tritunggal","39980438","Tritunggal, Jawa Tengah","0438","-6.6977,111.3969","",""
"3999","Outlet Sulang Tengah","39990092","Sulang Tengah, Jawa Tengah","0092","-6.8065,111.3806","",""
"4000","Outlet Sambiyan","40000386","Sambiyan, Jawa Tengah","0386","-6.7315,111.2698","",""
"4001","Outlet Pragu","40010893","Pragu, Jawa Tengah","0893","-6.7525,111.3361","",""
"4002","Outlet Mojo","40020165","Mojo, Jawa Tengah","0165","-6.7109,111.2564","",""
"4003","Outlet Pandangan Kulon","40030331","Pandangan Kulon, Jawa Tengah","0331","-6.6669,111.589","",""
"4004","Outlet Krajanbaturno","400407","Krajanbaturno, Jawa Tengah","07","-6.7657,111.6511","",""
"4005","Outlet Waru Selatan","40050107","Waru Selatan, Jawa Tengah","0107","-6.718,111.3248","",""
"4006","Outlet Gedongmulyo","40060031","Gedongmulyo, Jawa Tengah","0031","-6.692,111.4391","",""
"4007","Outlet Jukung","40070718","Jukung, Jawa Tengah","0718","-6.843,111.4056","",""
"4008","Outlet Karangnongko","40080919","Karangnongko, Jawa Tengah","0919","-6.7497,111.537","",""
"4009","Outlet Bogorejo","40090643","Bogorejo, Jawa Tengah","0643","-6.7283,111.5601","",""
"4010","Outlet Tanjungsari","40100859","Tanjungsari, Jawa Tengah","0859","-6.7078,111.554","",""
"4011","Outlet Punggurharjo","40110336","Punggurharjo, Jawa Tengah","0336","-6.7257,111.4756","",""
"4012","Outlet Dresi Wetan","40120278","Dresi Wetan, Jawa Tengah","0278","-6.7128,111.2765","",""
"4013","Outlet Gayam","40130762","Gayam, Jawa Tengah","0762","-6.747,111.4781","",""
"4014","Outlet Sambongmulyo","40140312","Sambongmulyo, Jawa Tengah","0312","-6.7353,111.4931","",""
"4015","Outlet Sale","40150818","Sale, Jawa Tengah","0818","-6.8619,111.6043","",""
"4016","Outlet Krajan Woro","40160826","Krajan Woro, Jawa Tengah","0826","-6.6701,111.5639","",""
"4017","Outlet Krajan Lodan Kulon","40170458","Krajan Lodan Kulon, Jawa Tengah","0458","-6.7841,111.6066","",""
"4018","Outlet Karangturi","40180258","Karangturi, Jawa Tengah","0258","-6.7016,111.4454","",""
"4019","Outlet Karangturi","40190232","Karangturi, Jawa Tengah","0232","-6.698,111.3075","",""
"4020","Outlet Pacing","40200662","Pacing, Jawa Tengah","0662","-6.766,111.5331","",""
"4021","Outlet Sendang","40210153","Sendang, Jawa Tengah","0153","-6.6956,111.5553","",""
"4022","Outlet Bajingmeduro","40220726","Bajingmeduro, Jawa Tengah","0726","-6.7392,111.6719","",""
"4023","Outlet Mojogajeh","40230623","Mojogajeh, Jawa Tengah","0623","-6.7637,111.277","",""
"4024","Outlet Sidorejo","40240622","Sidorejo, Jawa Tengah","0622","-6.7675,111.4741","",""
"4025","Outlet Krajan Wuwur","40250184","Krajan Wuwur, Jawa Tengah","0184","-6.7212,111.483","",""
"4026","Outlet Selo","40260024","Selo, Jawa Tengah","0024","-6.7664,111.6096","",""
"4027","Outlet Sumberejo","40270265","Sumberejo, Jawa Tengah","0265","-6.7116,111.3399","",""
"4028","Outlet Jatisari","40280814","Jatisari, Jawa Tengah","0814","-6.6333,111.5085","",""
"4029","Outlet Telgawah","40290267","Telgawah, Jawa Tengah","0267","-6.8129,111.4545","",""
"4030","Outlet Kapasan","40300117","Kapasan, Jawa Tengah","0117","-6.7773,111.3789","",""
"4031","Outlet Bulak","40310059","Bulak, Jawa Tengah","0059","-6.7744,111.2998","",""
"4032","Outlet Kepohagung","40320541","Kepohagung, Jawa Tengah","0541","-6.7696,111.4205","",""
"4033","Outlet Kaliprak","40330404","Kaliprak, Jawa Tengah","0404","-6.8864,111.583","",""
"4034","Outlet Lasem","40340201","Lasem, Jawa Tengah","0201","-6.6922,111.4527","",""
"4035","Outlet Kabongan Kidul","40350759","Kabongan Kidul, Jawa Tengah","0759","-6.7081,111.358","",""
"4036","Outlet Mangseng","40360525","Mangseng, Jawa Tengah","0525","-6.7794,111.5659","",""
"4037","Outlet Sridadi","40370432","Sridadi, Jawa Tengah","0432","-6.7625,111.4877","",""
"4038","Outlet Pranti","40380203","Pranti, Jawa Tengah","0203","-6.7611,111.355","",""
"4039","Outlet Pangkalan","40390051","Pangkalan, Jawa Tengah","0051","-6.6276,111.4904","",""
"4040","Outlet Tegalsari","40400598","Tegalsari, Jawa Tengah","0598","-6.8101,111.3797","",""
"4041","Outlet Pinggan","40410868","Pinggan, Jawa Tengah","0868","-6.8488,111.3445","",""
"4042","Outlet Jinanten","40420064","Jinanten, Jawa Tengah","0064","-6.8756,111.573","",""
"4043","Outlet Pengkol","40430321","Pengkol, Jawa Tengah","0321","-6.734,111.2922","",""
"4044","Outlet Banggi","40440975","Banggi, Jawa Tengah","0975","-6.7468,111.2908","",""
"4045","Outlet Gerdu","40450013","Gerdu, Jawa Tengah","0013","-6.7264,111.5232","",""
"4046","Outlet Pohlandak","40460768","Pohlandak, Jawa Tengah","0768","-6.7139,111.4523","",""
"4047","Outlet Sambong","40470884","Sambong, Jawa Tengah","0884","-6.7241,111.5475","",""
"4048","Outlet Sambong","40480972","Sambong, Jawa Tengah","0972","-6.6952,111.4348","",""
"4049","Outlet Sambong","40490934","Sambong, Jawa Tengah","0934","-6.7986,111.4202","",""
"4050","Outlet Japerejo","40500957","Japerejo, Jawa Tengah","0957","-6.7495,111.4495","",""
"4051","Outlet Trenggulunan","40510022","Trenggulunan, Jawa Tengah","0022","-6.7202,111.5147","",""
"4052","Outlet Wonokerto","40520688","Wonokerto, Jawa Tengah","0688","-6.8526,111.5848","",""
"4053","Outlet Kasreman","40530672","Kasreman, Jawa Tengah","0672","-6.7201,111.4152","",""
"4054","Outlet Pragen Selatan","4054077","Pragen Selatan, Jawa Tengah","077","-6.7896,111.4651","",""
"4055","Outlet Gesikan","40550044","Gesikan, Jawa Tengah","0044","-6.7785,111.5712","",""
"4056","Outlet Criwik","40560018","Criwik, Jawa Tengah","0018","-6.7064,111.4952","",""
"4057","Outlet Grawan","40570305","Grawan, Jawa Tengah","0305","-6.7672,111.2909","",""
"4058","Outlet Karangori Kidul","405801","Karangori Kidul, Jawa Tengah","01","-6.796,111.3999","",""
"4059","Outlet Krajan Sumurtawang","40590529","Krajan Sumurtawang, Jawa Tengah","0529","-6.6641,111.5655","",""
"4060","Outlet Bendan","40600206","Bendan, Jawa Tengah","0206","-6.6838,111.4609","",""
"4061","Outlet Mojokerto","40610907","Mojokerto, Jawa Tengah","0907","-6.7334,111.6089","",""
"4062","Outlet Karanggeneng","40620415","Karanggeneng, Jawa Tengah","0415","-6.7858,111.3953","",""
"4063","Outlet Karanggeneng","4063059","Karanggeneng, Jawa Tengah","059","-6.7023,111.3296","",""
"4064","Outlet Terjan","40640153","Terjan, Jawa Tengah","0153","-6.6945,111.5641","",""
"4065","Outlet Samaran","40650559","Samaran, Jawa Tengah","0559","-6.7747,111.4759","",""
"4066","Outlet Ngandangan","40660833","Ngandangan, Jawa Tengah","0833","-6.695,111.464","",""
"4067","Outlet Juwen","40670007","Juwen, Jawa Tengah","0007","-6.7099,111.5659","",""
